total_price	total_flight_hours	total_layover_hours	total_num_stops	departure_datetime	returning_datetime	start_city	end_city	stopover_cities	formatted_string
237.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-28T10:20:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-28 10:20:00 | $237.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $0.0 | 4 hr 40 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 2 days 11 hr 20 min

[FLIGHT 1]: $237.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-11-28 07:55:00 - 2025-11-28 10:20:00 | YYZ-YVR | 5 hr 25 min | F8 601 | Flair Airlines

Vancouver | END"
237.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-29T10:20:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-29 10:20:00 | $237.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $0.0 | 4 hr 40 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 3 days 11 hr 20 min

[FLIGHT 1]: $237.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-11-29 07:55:00 - 2025-11-29 10:20:00 | YYZ-YVR | 5 hr 25 min | F8 601 | Flair Airlines

Vancouver | END"
237.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-29T23:25:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-29 23:25:00 | $237.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $0.0 | 4 hr 40 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 4 days 25 min

[FLIGHT 1]: $237.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-11-29 21:00:00 - 2025-11-29 23:25:00 | YYZ-YVR | 5 hr 25 min | F8 613 | Flair Airlines

Vancouver | END"
237.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-30T10:20:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-30 10:20:00 | $237.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $0.0 | 4 hr 40 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 4 days 11 hr 20 min

[FLIGHT 1]: $237.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-11-30 07:55:00 - 2025-11-30 10:20:00 | YYZ-YVR | 5 hr 25 min | F8 601 | Flair Airlines

Vancouver | END"
237.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-30T12:10:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-30 12:10:00 | $237.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $0.0 | 4 hr 40 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 4 days 13 hr 10 min

[FLIGHT 1]: $237.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-11-30 09:45:00 - 2025-11-30 12:10:00 | YYZ-YVR | 5 hr 25 min | F8 609 | Flair Airlines

Vancouver | END"
245.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-28T10:20:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-28 10:20:00 | $245.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $116.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 2 days 11 hr 20 min

[FLIGHT 2]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-28 07:55:00 - 2025-11-28 10:20:00 | YYZ-YVR | 5 hr 25 min | F8 601 | Flair Airlines

Vancouver | END"
245.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-29T10:20:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-29 10:20:00 | $245.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $116.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 3 days 11 hr 20 min

[FLIGHT 2]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-29 07:55:00 - 2025-11-29 10:20:00 | YYZ-YVR | 5 hr 25 min | F8 601 | Flair Airlines

Vancouver | END"
245.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-29T23:25:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-29 23:25:00 | $245.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $116.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 4 days 25 min

[FLIGHT 2]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-29 21:00:00 - 2025-11-29 23:25:00 | YYZ-YVR | 5 hr 25 min | F8 613 | Flair Airlines

Vancouver | END"
245.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-30T10:20:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-30 10:20:00 | $245.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $116.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 4 days 11 hr 20 min

[FLIGHT 2]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-30 07:55:00 - 2025-11-30 10:20:00 | YYZ-YVR | 5 hr 25 min | F8 601 | Flair Airlines

Vancouver | END"
245.0	10.083333333333334	0.0	0	2025-11-25T12:55:00	2025-11-30T12:10:00	Vancouver	Vancouver	['Toronto']	"2025-11-25 12:55:00 - 2025-11-30 12:10:00 | $245.0 | 10 hr 5 min

Vancouver | START

[FLIGHT 1]: $116.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-25 12:55:00 - 2025-11-25 20:35:00 | YVR-YYZ | 4 hr 40 min | F8 608 | Flair Airlines

Toronto | 4 days 13 hr 10 min

[FLIGHT 2]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-11-30 09:45:00 - 2025-11-30 12:10:00 | YYZ-YVR | 5 hr 25 min | F8 609 | Flair Airlines

Vancouver | END"
