total_price	total_flight_hours	total_layover_hours	total_num_stops	departure_datetime	returning_datetime	start_city	end_city	stopover_cities	formatted_string
179.0	10.083333333333334	0.0	0	2025-12-03T09:45:00	2025-12-06T07:50:00	Toronto	Toronto	['Vancouver']	"2025-12-03 09:45:00 - 2025-12-06 07:50:00 | $179.0 | 10 hr 5 min

Toronto | START

[FLIGHT 1]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 09:45:00 - 2025-12-03 12:10:00 | YYZ-YVR | 5 hr 25 min | F8 609 | Flair Airlines

Vancouver | 2 days 12 hr

[FLIGHT 2]: $50.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 00:10:00 - 2025-12-06 07:50:00 | YVR-YYZ | 4 hr 40 min | F8 612 | Flair Airlines

Toronto | END"
179.0	10.166666666666666	0.0	0	2025-12-03T09:45:00	2025-12-07T06:40:00	Toronto	Toronto	['Vancouver']	"2025-12-03 09:45:00 - 2025-12-07 06:40:00 | $179.0 | 10 hr 10 min

Toronto | START

[FLIGHT 1]: $129.0 | 5 hr 25 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 09:45:00 - 2025-12-03 12:10:00 | YYZ-YVR | 5 hr 25 min | F8 609 | Flair Airlines

Vancouver | 3 days 10 hr 45 min

[FLIGHT 2]: $50.0 | 4 hr 45 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 22:55:00 - 2025-12-07 06:40:00 | YVR-YYZ | 4 hr 45 min | F8 600 | Flair Airlines

Toronto | END"
181.0	10.083333333333334	0.0	0	2025-12-03T09:45:00	2025-12-06T07:50:00	Toronto	Toronto	['Vancouver']	"2025-12-03 09:45:00 - 2025-12-06 07:50:00 | $181.0 | 10 hr 5 min

Toronto | START

[FLIGHT 1]: $0.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-12-03 09:45:00 - 2025-12-03 12:10:00 | YYZ-YVR | 5 hr 25 min | F8 609 | Flair Airlines

Vancouver | 2 days 12 hr

[FLIGHT 1]: $181.0 | 4 hr 40 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-12-06 00:10:00 - 2025-12-06 07:50:00 | YVR-YYZ | 4 hr 40 min | F8 612 | Flair Airlines

Toronto | END"
181.0	10.166666666666666	0.0	0	2025-12-03T09:45:00	2025-12-07T06:40:00	Toronto	Toronto	['Vancouver']	"2025-12-03 09:45:00 - 2025-12-07 06:40:00 | $181.0 | 10 hr 10 min

Toronto | START

[FLIGHT 1]: $0.0 | 5 hr 25 min | 0 stops | ROUND_TRIP_DEPARTING
[LEG 1]: 2025-12-03 09:45:00 - 2025-12-03 12:10:00 | YYZ-YVR | 5 hr 25 min | F8 609 | Flair Airlines

Vancouver | 3 days 10 hr 45 min

[FLIGHT 1]: $181.0 | 4 hr 45 min | 0 stops | ROUND_TRIP_RETURNING
[LEG 1]: 2025-12-06 22:55:00 - 2025-12-07 06:40:00 | YVR-YYZ | 4 hr 45 min | F8 600 | Flair Airlines

Toronto | END"
207.0	9.666666666666666	0.0	0	2025-12-03T08:00:00	2025-12-06T07:50:00	Toronto	Toronto	['Vancouver']	"2025-12-03 08:00:00 - 2025-12-06 07:50:00 | $207.0 | 9 hr 40 min

Toronto | START

[FLIGHT 1]: $157.0 | 5 hr | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 08:00:00 - 2025-12-03 10:00:00 | YYZ-YVR | 5 hr | AC 189 | Air Canada

Vancouver | 2 days 14 hr 10 min

[FLIGHT 2]: $50.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 00:10:00 - 2025-12-06 07:50:00 | YVR-YYZ | 4 hr 40 min | F8 612 | Flair Airlines

Toronto | END"
207.0	9.666666666666666	0.0	0	2025-12-03T20:20:00	2025-12-06T07:50:00	Toronto	Toronto	['Vancouver']	"2025-12-03 20:20:00 - 2025-12-06 07:50:00 | $207.0 | 9 hr 40 min

Toronto | START

[FLIGHT 1]: $157.0 | 5 hr | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 20:20:00 - 2025-12-03 22:20:00 | YYZ-YVR | 5 hr | AC 125 | Air Canada

Vancouver | 2 days 1 hr 50 min

[FLIGHT 2]: $50.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 00:10:00 - 2025-12-06 07:50:00 | YVR-YYZ | 4 hr 40 min | F8 612 | Flair Airlines

Toronto | END"
207.0	9.75	0.0	0	2025-12-03T08:00:00	2025-12-07T06:40:00	Toronto	Toronto	['Vancouver']	"2025-12-03 08:00:00 - 2025-12-07 06:40:00 | $207.0 | 9 hr 45 min

Toronto | START

[FLIGHT 1]: $157.0 | 5 hr | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 08:00:00 - 2025-12-03 10:00:00 | YYZ-YVR | 5 hr | AC 189 | Air Canada

Vancouver | 3 days 12 hr 55 min

[FLIGHT 2]: $50.0 | 4 hr 45 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 22:55:00 - 2025-12-07 06:40:00 | YVR-YYZ | 4 hr 45 min | F8 600 | Flair Airlines

Toronto | END"
207.0	9.75	0.0	0	2025-12-03T20:20:00	2025-12-07T06:40:00	Toronto	Toronto	['Vancouver']	"2025-12-03 20:20:00 - 2025-12-07 06:40:00 | $207.0 | 9 hr 45 min

Toronto | START

[FLIGHT 1]: $157.0 | 5 hr | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 20:20:00 - 2025-12-03 22:20:00 | YYZ-YVR | 5 hr | AC 125 | Air Canada

Vancouver | 3 days 35 min

[FLIGHT 2]: $50.0 | 4 hr 45 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 22:55:00 - 2025-12-07 06:40:00 | YVR-YYZ | 4 hr 45 min | F8 600 | Flair Airlines

Toronto | END"
207.0	9.783333333333333	0.0	0	2025-12-03T18:45:00	2025-12-06T07:50:00	Toronto	Toronto	['Vancouver']	"2025-12-03 18:45:00 - 2025-12-06 07:50:00 | $207.0 | 9 hr 47 min

Toronto | START

[FLIGHT 1]: $157.0 | 5 hr 7 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 18:45:00 - 2025-12-03 20:52:00 | YYZ-YVR | 5 hr 7 min | AC 33 | Air Canada

Vancouver | 2 days 3 hr 18 min

[FLIGHT 2]: $50.0 | 4 hr 40 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 00:10:00 - 2025-12-06 07:50:00 | YVR-YYZ | 4 hr 40 min | F8 612 | Flair Airlines

Toronto | END"
207.0	9.866666666666667	0.0	0	2025-12-03T18:45:00	2025-12-07T06:40:00	Toronto	Toronto	['Vancouver']	"2025-12-03 18:45:00 - 2025-12-07 06:40:00 | $207.0 | 9 hr 52 min

Toronto | START

[FLIGHT 1]: $157.0 | 5 hr 7 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-03 18:45:00 - 2025-12-03 20:52:00 | YYZ-YVR | 5 hr 7 min | AC 33 | Air Canada

Vancouver | 3 days 2 hr 3 min

[FLIGHT 2]: $50.0 | 4 hr 45 min | 0 stops | ONE_WAY
[LEG 1]: 2025-12-06 22:55:00 - 2025-12-07 06:40:00 | YVR-YYZ | 4 hr 45 min | F8 600 | Flair Airlines

Toronto | END"
